date,course,off_time,race_id,winner,winner_sp,VELO_pick,VELO_result,VELO_pos,VELO_sp,VELO_pnl,VELO_tier,VELO_vp,VELO_mds,VELO_imp,VELO_place,VELO_cashrun_class,VELO_cashrun_score,VELO_rp_core_support_count,VELO_all_tipster_support_count,SPOTLIGHT_pick,SPOTLIGHT_result,SPOTLIGHT_pos,SPOTLIGHT_pnl,POSTDATA_pick,POSTDATA_result,POSTDATA_pos,POSTDATA_pnl,TOPSPEED_pick,TOPSPEED_result,TOPSPEED_pos,TOPSPEED_pnl,RP_RATINGS_pick,RP_RATINGS_result,RP_RATINGS_pos,RP_RATINGS_pnl,core_consensus_pick_count
2026-05-15,NBY,5:35,,,,Kakirra,OPEN,,,0.0,B,0.1747,0.0183,0.1194,0.7599,,,0,2,Madjid,OPEN,,0.0,Madjid,OPEN,,0.0,Glenna,OPEN,,0.0,Madjid,OPEN,,0.0,3
2026-05-15,NBY,6:10,,,,Simiyann,OPEN,,,0.0,X,0.1122,0.0049,0.0612,0.3648,,,1,1,Amancio,OPEN,,0.0,Rose Cotton,OPEN,,0.0,Simiyann,OPEN,,0.0,Educator,OPEN,,0.0,1
2026-05-15,Newmarket,1:22,,,,Rocket Boots,OPEN,,,0.0,B,0.3004,0.1587,0.1868,0.6432,,,0,0,Mrair,OPEN,,0.0,Mrair,OPEN,,0.0,,,,0.0,,,,0.0,2
2026-05-15,Newmarket,1:57,,,,Tales Of Wisdom,OPEN,,,0.0,B,0.2311,0.235,0.3862,0.7449,,,0,0,Bayaann,OPEN,,0.0,Bemersyde,OPEN,,0.0,,,,0.0,,,,0.0,1
2026-05-15,Newmarket,2:32,,,,Double Meaning,OPEN,,,0.0,B,0.2712,0.0314,0.0837,0.8078,,,0,0,Topteam,OPEN,,0.0,Marnier,OPEN,,0.0,Ernst Blofeld,OPEN,,0.0,Topteam,OPEN,,0.0,2
2026-05-15,Newmarket,3:07,,,,Temple Court,OPEN,,,0.0,X,0.0973,0.0129,0.0872,0.0261,,,0,0,Ballisty,OPEN,,0.0,Fly Test,OPEN,,0.0,,,,0.0,,,,0.0,1
2026-05-15,Newmarket,3:42,,,,Borderline Madness,OPEN,,,0.0,B,0.2014,0.0169,0.0837,0.3202,,,0,0,Tamzan,OPEN,,0.0,Crazee Icon,OPEN,,0.0,,,,0.0,Crazee Icon,OPEN,,0.0,2
2026-05-15,Newmarket,4:18,,,,Salaria,OPEN,,,0.0,X,0.163,0.0156,0.0426,0.2684,,,0,0,Caph Star,OPEN,,0.0,Beach Point,OPEN,,0.0,Sir Edward Lear,OPEN,,0.0,Beach Point,OPEN,,0.0,2
2026-05-15,Newmarket,4:53,,,,We're Goosers,OPEN,,,0.0,B,0.2868,0.1056,0.0142,0.6624,,,4,10,We're Goosers,OPEN,,0.0,We're Goosers,OPEN,,0.0,We're Goosers,OPEN,,0.0,We're Goosers,OPEN,,0.0,4
2026-05-15,Newmarket,5:25,,,,Daizen,OPEN,,,0.0,X,0.1359,0.0121,0.013,0.3685,,,0,1,Ecclefechan,OPEN,,0.0,King Of Chaos,OPEN,,0.0,Logi Bear,OPEN,,0.0,Southern Warrior,OPEN,,0.0,1
2026-05-15,YOR,1:45,,,,Zarathos,OPEN,,,0.0,X,0.0706,0.0096,0.0426,0.1957,,,1,7,Style Of Life,OPEN,,0.0,Zarathos,OPEN,,0.0,Orne,OPEN,,0.0,Leadman,OPEN,,0.0,1
2026-05-15,YOR,2:20,,,,Pacific Mission,OPEN,,,0.0,B,0.2345,0.0433,0.0649,0.8209,,,2,4,Synchronicity,OPEN,,0.0,So Regal,OPEN,,0.0,Pacific Mission,OPEN,,0.0,Pacific Mission,OPEN,,0.0,2
2026-05-15,YOR,2:55,,,,Financer,OPEN,,,0.0,B,0.1258,0.0089,0.0868,0.6272,,,0,0,Per Contra,OPEN,,0.0,Have Secret,OPEN,,0.0,Castle Stuart,OPEN,,0.0,Thunder Run,OPEN,,0.0,1
2026-05-15,YOR,3:30,,,,Lover Girl,OPEN,,,0.0,B,0.2343,0.0937,0.1216,0.4925,,,3,10,Princesse d'Orange,OPEN,,0.0,Lover Girl,OPEN,,0.0,Lover Girl,OPEN,,0.0,Lover Girl,OPEN,,0.0,3
2026-05-15,YOR,4:05,,,,Rahiebb,OPEN,,,0.0,B,0.2414,0.054,0.0365,0.8218,,,1,6,Amiloc,OPEN,,0.0,Al Nayyir,OPEN,,0.0,Rahiebb,OPEN,,0.0,Amiloc,OPEN,,0.0,2
2026-05-15,YOR,4:40,,,,Believeinmenow,OPEN,,,0.0,B,0.1465,0.0077,0.1172,0.5478,,,0,0,Call Margot,OPEN,,0.0,Entailed,OPEN,,0.0,Kinnalargy,OPEN,,0.0,Von Trotter,OPEN,,0.0,1
2026-05-15,YOR,5:15,,,,Portcullis,OPEN,,,0.0,A,0.4625,0.3832,0.3717,0.901,,,3,12,Portcullis,OPEN,,0.0,Portcullis,OPEN,,0.0,,,,0.0,Portcullis,OPEN,,0.0,3
