race_id,horse_id,reason,detail
rp_WAR_20260520_4.30,rp_WAR_karthala,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.30,rp_WAR_louie_the_legend,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.30,rp_WAR_onehundredneighty,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.30,rp_WAR_westerton,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.30,rp_WAR_babychino,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_5.00,rp_WAR_bluegrass,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_5.00,rp_WAR_brendas_asking,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_5.00,rp_WAR_forget_the_way,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_5.00,rp_WAR_high_fibre,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_5.00,rp_WAR_kingston_sunflower,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_5.00,rp_WAR_mojito_des_mottes,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_5.00,rp_WAR_unjeu_royal,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_5.00,rp_WAR_chief_sunday,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_5.00,rp_WAR_scintillante,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_havana_sprite,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_havana_lightning,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_havana_grey_star,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_halliwell_stream,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_harlequin_sky,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_minnie_bear,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_sable_island,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_sydney_grace,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_alpaca's_bullet,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_persian_sunset,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_YAR_20260520_5.35,rp_YAR_sea_of_sardinia,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
