date,course,race_id,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,wgt,hg,time,sp,jockey,trainer,prize,or,rpr,ts,sire,dam,damsire,owner,comment
2015-04-27,Southwell (AW),622953,3:45,Visit mytotepool.com Handicap,Flat,Class 6,,0-60,3yo,,7f,Standard,6,5.0,4,1.0,18,3.5,Riverlynx (IRE),3,F,8-7,,1:37.46,5/1,Andrew Elliott,Ben Haslam,192.4,46,7,–,Holy Roman Emperor (IRE),Banba (IRE),Docksider,Go Alfresco Racing,Slowly into stride and behind - ridden along halfway - some headway 2f out - plugged on approaching final furlong - never a factor (jockey said filly sat down in stalls and was slowly away)(op 11/2 tchd 6/1)
2015-04-27,Southwell (AW),622953,3:45,Visit mytotepool.com Handicap,Flat,Class 6,,0-60,3yo,,7f,Standard,6,3.0,3,6.0,14.5,4.5,Ballroom Angel (GB),3,F,9-5,,1:36.76,13/2,Richard Kingscote,Philip Hide,384.8,58,28,–,Dark Angel (IRE),Ballroom Dancer (IRE),Danehill Dancer,P Hide,Close up - effort 3f out - soon ridden and every chance - driven 2f out - soon one pace(op 6/1)
2015-04-27,Southwell (AW),622953,3:45,Visit mytotepool.com Handicap,Flat,Class 6,,0-60,3yo,,7f,Standard,6,1.0,1,4.0,0,0,Monsieur Jimmy (GB),3,G,9-7,,1:33.86,9/2,Barry McHugh,Declan Carroll,2587.6,60,73,25,Monsieur Bond (IRE),Artistic License (IRE),Chevalier,Ray Flegg H J Bousfield,Tracked leaders - switched right to outer and close up halfway - wide straight - led 2f out - soon clear - easily (trainer said - regarding apparent improvement in form - that the gelding had strengthened up over the winter and benefited from its first run earlier this month)(op 11/2)
2015-04-27,Southwell (AW),622955,4:45,Collect totepool Winnings At Betfred Shops Handicap,Flat,Class 5,,0-70,4yo+,,6f,Standard,6,4.0,6,3.0,8,4,Lucky Mark (IRE),6,G,9-0,p,1:19.27,4/1,Shane Gray,John Balding,,64,50,24,Moss Vale (IRE),Vracca GB,Vettori,Chris Priestley,Slowly into stride and behind - headway and in touch halfway - ridden over 2f out - soon weakened (jockey said gelding anticipated the start and - as a result - was slowly away)(op 9/2 tchd 7/2)
2015-04-27,Southwell (AW),622952,3:10,totepool Irish Stallion Farms EBF Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,5f,Standard,5,3.0,PU,3.0,-,-,Reflektor (IRE),2,C,9-5,,-,11/4,Richard Kingscote,Tom Dascombe,,–,–,–,Bahamian Bounty (GB),Baby Bunting GB,Wolfhound,David Lowe,Hampered start - soon pushed along and green in rear - detached when lost action and pulled up halfway - dismounted (jockey said the colt moved poorly)(tchd 3/1)
2015-04-27,Southwell (AW),622952,3:10,totepool Irish Stallion Farms EBF Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,5f,Standard,5,2.0,3,1.0,12.5,10,Luvly (GB),2,C,9-5,,1:3.56,9/2,Liam Jones,Brian Baugh,481,–,39,25,Multiplex (GB),Luv U Too GB,Needwood Blade,Richard And Nicola Hunt,Went right start - soon pushed along to chase leaders - ridden 2f out - soon one pace(op 5/1)
2015-04-27,Southwell (AW),622952,3:10,totepool Irish Stallion Farms EBF Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,5f,Standard,5,4.0,2,5.0,2.5,2.5,Mistymoistymorning (IRE),2,F,9-0,,1:1.56,8/1,Adrian Nicholls,Mark Johnston,962.5,–,70,60,Alhaarth (IRE),Bermuxa (FR),Linamix,Chris Wright The Hon Mrs J M Corbett,Quickly away and led 1f - chased winner - ridden 2f out - switched left just inside final furlong - kept on(op 7/1)
2015-04-27,Southwell (AW),622952,3:10,totepool Irish Stallion Farms EBF Median Auction Maiden Stakes,Flat,Class 5,,,2yo,,5f,Standard,5,1.0,1,4.0,0,0,First Selection (SPA),2,C,9-5,,1:1.06,6/5F,Silvestre De Sousa,Simon Crisford,3234.5,–,84,75,Diktat (GB),Villa Sonata GB,Mozart,Abdulla Al Mansoori,Close up - led after 1f - ridden over 1f out - edged right inside final furlong - kept on strongly(op 11/8 tchd 11/10)
2015-04-27,Southwell (AW),622951,2:40,Follow @totepool On Twitter Handicap,Flat,Class 6,,0-55,4yo+,,5f,Standard,9,7.0,9,10.0,8.75,1.75,Lizzys Dream (GB),7,G,8-10,,1:3.34,6/1,Michael J M Murphy,Rebecca Bastiman,,46,23,4,Choisir (AUS),Flyingit (USA),Lear Fan,Mrs P Bastiman,Raced near stands' rail - chased leaders - ridden over 2f out - soon weakened(op 11/2 tchd 5/1)
2015-04-27,Southwell (AW),622951,2:40,Follow @totepool On Twitter Handicap,Flat,Class 6,,0-55,4yo+,,5f,Standard,9,10.0,8,5.0,7,2.75,Ishisoba (GB),5,M,8-9,,1:2.99,25/1,Shane Gray,Mark Hoad,,45,28,10,Ishiguru (USA),Bundle Up (USA),Miners Mark,Merv Cox,Chased leaders - ridden along over 2f out - soon driven and weakened(tchd 33/1)
2015-04-27,Southwell (AW),622951,2:40,Follow @totepool On Twitter Handicap,Flat,Class 6,,0-55,4yo+,,5f,Standard,9,4.0,7,1.0,4.25,0.1,Maltease Ah (GB),6,M,9-5,,1:2.46,7/2F,Silvestre De Sousa,Ben Haslam,,52,45,28,Librettist (USA),Manic GB,Polar Falcon,Miss L D Sanders,In touch on outer - ridden along over 2f out - soon driven and no impression
2015-04-27,Southwell (AW),622951,2:40,Follow @totepool On Twitter Handicap,Flat,Class 6,,0-55,4yo+,,5f,Standard,9,2.0,6,2.0,4.25,1.25,Waabel (GB),8,G,9-6,t,1:2.44,7/1,Cathy Gannon,Heather Dalton,,53,47,30,Green Desert (USA),Najah (IRE),Nashwan,Stephen Arnold,Chased leaders on outer - ridden along over 2f out - gradually weakened(op 8/1 tchd 9/1)
2015-04-27,Southwell (AW),622951,2:40,Follow @totepool On Twitter Handicap,Flat,Class 6,,0-55,4yo+,,5f,Standard,9,5.0,5,4.0,3,0.3,Bondi Beach Babe (GB),5,M,8-13,,1:2.19,4/1,Jordan Nason,James Turner,,51,49,33,Misu Bond (IRE),Nice One GB,Almaty,G R Turner H Turner,Towards rear - ridden along 2f out - switched left over 1f out - kept on final furlong - nearest finish(op 9/2)
2015-04-27,Ayr,622941,5:05,Racing UKs Profits Returned To Racing Handicap,Flat,Class 6,,0-65,3yo,,1m2f,Good To Firm,8,5.0,8,2.0,51.25,30,La Vien Zen (IRE),3,F,9-1,,2:21.01,28/1,Fergal Lynch,Jim Goldie,,54,–,–,Dylan Thomas (IRE),Se La Vie (FR),Highest Honor,Zen Racing,Pressed leader to over 3f out - soon ridden and weakened - tailed off(op 25/1 tchd 33/1)
2015-04-27,Southwell (AW),622951,2:40,Follow @totepool On Twitter Handicap,Flat,Class 6,,0-55,4yo+,,5f,Standard,9,9.0,2,9.0,1,1,Upper Lambourn (IRE),7,G,8-12,,1:1.79,25/1,Charles Bishop,Christopher Kellett,770,45,50,35,Exceed And Excel (AUS),In The Fashion (IRE),In The Wings,Miss S L Bailey,Raced near stands' rail - prominent - ridden 2f out - driven and kept on final furlong
2015-04-27,Southwell (AW),622955,4:45,Collect totepool Winnings At Betfred Shops Handicap,Flat,Class 5,,0-70,4yo+,,6f,Standard,6,3.0,4,2.0,3.5,1.25,Amenable (IRE),8,G,9-4,p,1:18.37,10/1,Hayley Turner,Conor Dore,216.45,65,65,43,Bertolini (USA),Graceful Air (IRE),Danzero,Mrs Jennifer Marsh,Close up on inner - ridden along over 2f out - driven well over 1f out - kept on same pace final furlong(op 12/1)
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,9.0,2,7.0,5,5,Spirit Of Wedza (IRE),3,C,9-3,,1:13.65,5/2,Franny Norton,Mark Johnston,962.5,75,60,53,Footstepsinthesand (GB),Sampers (IRE),Exceed And Excel,Owners Group 005,Took keen hold - led until ridden and headed 1f out - no chance with winner(op 2/1)
2015-04-27,Ayr,622939,4:05,Conference And Events At Ayr Racecourse Handicap,Flat,Class 6,,0-65,4yo+,,1m,Good To Firm,7,8.0,2,5.0,0.75,0.75,Rioja Day (IRE),5,G,8-12,v,1:41.96,11/2,Fergal Lynch,Jim Goldie,673.75,55,61,55,Red Clubs (IRE),Dai E Dai (USA),Seattle Dancer,Ayrshire Racing Partner,In touch - ridden over 2f out - headway to chase winner inside final furlong - kept on towards finish(op 5/1)
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,12.0,7,13.0,5.25,0.2,Pitt Rivers (GB),6,G,8-7,,1:15.87,16/1,Connor Beasley,Linda Perratt,,54,46,–,Vital Equine (IRE),Silca Boo GB,Efisio,Mrs Helen Perratt,Behind and pushed along - headway on outside over 1f out - no impression final furlong(op 14/1)
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,4.0,10,14.0,8,0.5,Sartori (GB),4,C,9-3,,1:16.38,7/1,Daniel Tudhope,Marjorie Fife,,64,47,1,Elnadim (USA),Little Caroline (IRE),Great Commotion,Chris Tremewan Mike Saini Tom Fife,Prominent - ridden over 2f out - weakened approaching final furlong(op 15/2)
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,10.0,5,7.0,3.75,0.5,Opt Out (GB),5,G,8-11,p,1:15.53,11/1,Paul Mulrennan,Alistair Whillans,,58,55,5,Pivotal (GB),Easy Option (IRE),Prince Sabo,Akela Construction Ltd,Dwelt - soon midfield - effort and ridden 2f out - kept on same pace final furlong(tchd 10/1)
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,3.0,4,9.0,3.25,1.75,Monel (GB),7,G,9-4,,1:15.43,8/1,Fergal Lynch,Jim Goldie,240.5,65,63,14,Cadeaux Genereux (GB),Kelucia (IRE),Grand Lodge,Johnnie Delta Racing,Dwelt - held up - effort when not clear run and switched right over 1f out - kept on inside final furlong - nearest finish (jockey said gelding was denied a clear run inside final 2f)(op 9/1)
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,11.0,3,1.0,1.5,0.3,Blue Sonic (GB),5,M,8-8,,1:15.08,40/1,James Sullivan,Linda Perratt,481,55,59,11,Proclamation (IRE),Big Mystery (IRE),Grand Lodge,The Jolly Beggars B Holohan,In touch against far rail - effort when not clear run over 1f out - chased leaders entering final furlong - kept on same pace towards finish(op 33/1)
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,13.0,2,5.0,1.25,1.25,Rock Canyon (IRE),6,G,8-7,,1:15.03,40/1,George Chaloner,Linda Perratt,962.5,54,59,11,Rock Of Gibraltar (IRE),Tuesday Morning GB,Sadlers Wells,Mrs Helen Perratt,Midfield - headway to lead over 1f out - soon ridden - headed inside final furlong - kept on same pace(tchd 50/1)
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,1.0,1,2.0,0,0,Jinky (GB),7,G,9-7,,1:14.78,9/1,Tom Eaves,Linda Perratt,3234.5,68,77,30,Noverre (USA),Aries (GER),Big Shuffle,John Murphy,Held up - steady headway when not clear run over 1f out - ridden to lead inside final furlong - kept on strongly(op 8/1)
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,6.0,10,9.0,26.5,3.75,Overage (GB),3,G,9-3,,1:17.95,50/1,Jason Hart,Eric Alston,,51,–,–,Medicean (GB),Quiet Elegance GB,Fantastic Light,Mr Mrs G Middlebrook,Dwelt - held up in touch - shaken up over 2f out - weakened over 1f out(op 66/1)
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,10.0,9,11.0,22.75,3.75,Cheeni (GB),3,F,8-12,,1:17.20,25/1,Tom Eaves,Jim Goldie,,–,–,–,Orientor (GB),Class Wan GB,Safawan,Mrs Camille Macdonald,Went badly right start - behind - struggling over 2f out - soon beaten(op 33/1)
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,5.0,8,8.0,19,8,Little Belter (IRE),3,C,9-3,,1:16.45,14/1,P J McDonald,Linda Perratt,,67,15,–,Dandy Man (IRE),On Thin Ice (IRE),Verglas,Ken Mcgarrity,Pressed leader - driven and edged left over 1f out - soon weakened(tchd 16/1)
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,4.0,7,5.0,11,0.2,Disushe Star (GB),3,G,9-0,,1:14.89,100/1,Joey Haynes,Keith Dalgleish,,–,43,28,Kheleyf (USA),Canis Star GB,Wolfhound,Raymond Miquel,Took keen hold - held up in touch - not clear run over 2f out and over 1f out - switched right and soon no impression
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,2.0,6,1.0,10.75,3.5,Character Onesie (IRE),3,G,9-3,,1:14.80,15/8F,Tony Hamilton,Richard Fahey,,–,41,29,Dark Angel (IRE),Flame Keeper (IRE),Pivotal,Aykroyd And Sons Ltd,In touch - driven and outpaced over 2f out - never dangerous after(op 9/4 tchd 7/4)
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,12.0,5,4.0,7.25,0.05,Sea Of Green (GB),3,F,8-12,,1:14.11,14/1,Fergal Lynch,Jim Goldie,,–,47,38,Iffraaj (GB),Sea Of Leaves (USA),Stormy Atlantic,Dr J Walker,Held up - headway and ran green well over 1f out - kept on final furlong - never able to challenge (jockey said filly ran green)(tchd 16/1)
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,11.0,4,6.0,7.25,0.3,Lady Cordie (GB),3,F,8-12,,1:14.10,100/1,Gary Bartley,Jim Goldie,240.5,–,48,39,Monsieur Bond (IRE),Lady Benjamin GB,Spinning World,Stuart Emma Earley Valerie Lampard,Held up behind leading group - pushed along halfway - kept on final furlong - never able to challenge(op 150/1)
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,3.0,3,10.0,7,2,Dancruise (IRE),3,G,9-3,,1:14.05,66/1,Dale Swift,Kristin Stubbs,481,–,54,45,Dandy Man (IRE),Crua Mna GB,Bahamian Bounty,Chester Racing Club Ltd,Dwelt - in touch - headway halfway - ridden over 1f out - kept on same pace
2015-04-27,Ayr,622935,1:50,Racing UK 1 Price 3 Devices Maiden Stakes,Flat,Class 5,,,3yo+,,6f,Good To Firm,10,8.0,1,2.0,0,0,Red Tycoon (IRE),3,G,9-3,,1:12.65,3/1,Phillip Makin,David Barron,3234.5,72,76,73,Acclamation (GB),Rugged Up (IRE),Marju,Lets Be Lucky Racing 4,Tracked leaders - effort when not clear run over 1f out - shaken up to lead 1f out - quickened clear - eased near finish
2015-04-27,Chantilly (FR),625526,4:25,Prix de Brunehaut (Conditions) (3yo Fillies) (Turf),Flat,,,,3yo,F,1m2½f,Good To Soft,8,2.0,8,2.0,12.75,0.3,Winterrose (GER),3,F,8-8,,2:13.87,225/10,Mickael Berto,H Blume,,–,69,55,Tiger Hill (IRE),Winterkonigin (GER),Sternkoenig,Gestut Rottgen,
2015-04-27,Chantilly (FR),625526,4:25,Prix de Brunehaut (Conditions) (3yo Fillies) (Turf),Flat,,,,3yo,F,1m2½f,Good To Soft,8,8.0,7,4.0,12.5,1.25,Danish Princess (IRE),3,F,8-9,,2:13.82,11/1,Maxime Guyon,A Fabre,,–,65,51,Montjeu (IRE),Dawn Dane (FR),Danehill,Gestut Ammerland,
2015-04-27,Chantilly (FR),625526,4:25,Prix de Brunehaut (Conditions) (3yo Fillies) (Turf),Flat,,,,3yo,F,1m2½f,Good To Soft,8,5.0,6,1.0,11.25,0.1,Minya (FR),3,F,8-11,,2:13.59,17/5,Christophe Soumillon,A De Royer-Dupre,,–,69,56,Sinndar (IRE),Minatlya (FR),Linamix,H H Aga Khan,
2015-04-27,Chantilly (FR),625526,4:25,Prix de Brunehaut (Conditions) (3yo Fillies) (Turf),Flat,,,,3yo,F,1m2½f,Good To Soft,8,1.0,5,6.0,11,8,Magic Coco (FR),3,F,9-0,,2:13.52,104/10,Pierre-Charles Boudot,E Libaud,1124.03,–,72,60,Youmzain (IRE),True Heroine (USA),Sea Hero,Ecurie Haras De Quetieville,
2015-04-27,Chantilly (FR),625526,4:25,Prix de Brunehaut (Conditions) (3yo Fillies) (Turf),Flat,,,,3yo,F,1m2½f,Good To Soft,8,7.0,4,7.0,3,0.3,Incahoots (GB),3,F,8-11,,2:11.92,16/5F,Thierry Jarnet,F Head,2248.06,–,85,73,Oasis Dream (GB),In Clover GB,Inchinor,George Strawbridge,
2015-04-27,Chantilly (FR),625526,4:25,Prix de Brunehaut (Conditions) (3yo Fillies) (Turf),Flat,,,,3yo,F,1m2½f,Good To Soft,8,4.0,3,8.0,2.75,1.25,Mitre Peak (GB),3,F,8-11,,2:11.87,57/10,Stephane Pasquier,P Bary,3372.09,–,86,74,Shamardal (USA),Milford Sound GB,Barathea,K Abdullah,
2015-04-27,Chantilly (FR),625526,4:25,Prix de Brunehaut (Conditions) (3yo Fillies) (Turf),Flat,,,,3yo,F,1m2½f,Good To Soft,8,6.0,2,3.0,1.5,1.5,Nightflower (IRE),3,F,8-11,,2:11.62,22/5,Andrasch Starke,P Schiergen,4496.12,–,88,77,Dylan Thomas (IRE),Night Of Magic (IRE),Peintre Celebre,Stall Nizza,
2015-04-27,Chantilly (FR),625526,4:25,Prix de Brunehaut (Conditions) (3yo Fillies) (Turf),Flat,,,,3yo,F,1m2½f,Good To Soft,8,3.0,1,5.0,0,0,Desiree Clary (GER),3,F,9-0,,2:11.32,23/5,Cristian Demuro,Waldemar Hickst,11240.31,–,94,83,Sholokhov (IRE),Dynamica (GER),Dashing Blade,Stall Carpe Diem,
2015-04-27,Chantilly (FR),625519,3:55,Prix du Pont du Roi (Conditions) (3yo Colts & Geldings) (Turf),Flat,,,,3yo,C & G,1m2½f,Good To Soft,5,5.0,5,3.0,5,1.25,Arvios (GB),3,G,8-11,,2:14.94,169/10,Jerome Claudic,C Laffon-Parias,1124.03,–,78,40,Medicean (GB),Akrivi (IRE),Tobougg,Leonidas Marinopoulos,
2015-04-27,Chantilly (FR),625519,3:55,Prix du Pont du Roi (Conditions) (3yo Colts & Geldings) (Turf),Flat,,,,3yo,C & G,1m2½f,Good To Soft,5,2.0,4,5.0,3.75,2,Courtofversailles (USA),3,C,9-0,,2:14.69,18/5,Pierre-Charles Boudot,A Fabre,2248.06,–,83,46,Giants Causeway (USA),Measure (USA),Seeking The Gold,Mrs John Magnier Michael Tabor Derrick Smith,
2015-04-27,Southwell (AW),622955,4:45,Collect totepool Winnings At Betfred Shops Handicap,Flat,Class 5,,0-70,4yo+,,6f,Standard,6,1.0,5,4.0,4,0.5,Spitfire (GB),10,G,9-7,t,1:18.47,9/2,Adrian Nicholls,J R Jenkins,,68,66,44,Mujahid (USA),Fresh Fruit Daily GB,Reprimand,Mrs Wendy Jenkins,Chased leaders on inner - ridden along over 2f out - soon no impression(tchd 5/1)
2015-04-27,Windsor,622961,8:00,Unibet Injury Time Insurance Is Back Handicap,Flat,Class 5,,0-70,3yo,,1m3½f,Good,10,7.0,10,7.0,30.25,2.25,Just Because (GB),3,G,9-2,h,2:37.18,20/1,Kieren Fox,John Best,,64,22,–,Mawatheeq (USA),Muwakaba (USA),Elusive Quality,N Dyshaev,Took keen hold - tracked leaders - ridden 3f out - weakened over 2f out(op 25/1)
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,7.0,6,3.0,5,1.25,Bearskin (IRE),4,G,9-1,b,1:15.78,14/1,P J McDonald,Ann Duffield,,62,55,4,Kodiac (GB),Dark Arts (USA),Royal Anthem,Evelyn Duchess Of Sutherland,Dwelt - held up - headway when not much room over 1f out - ridden and kept on final furlong - never dangerous(op 12/1)
2015-04-27,Ayr,622939,4:05,Conference And Events At Ayr Racecourse Handicap,Flat,Class 6,,0-65,4yo+,,1m,Good To Firm,7,1.0,5,1.0,6,2.25,Munjally (GB),4,G,9-4,,1:43.01,4/1J,Neil Farley,Patrick Holmes,,64,57,48,Acclamation (GB),Parabola GB,Galileo,Foulrice Park Racing Limited,Held up - ridden over 2f out - no impressison from over 1f out(op 11/2)
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,5.0,11,11.0,13,5,Chookies Lass (GB),4,F,9-2,p,1:17.38,13/2,Phillip Makin,Keith Dalgleish,,63,30,–,Compton Place (GB),Lady Of Windsor (IRE),Woods Of Windsor,Raeburn Brick Limited,Chased leaders - ridden over 2f out - weakened well over 1f out(op 15/2 tchd 8/1)
2015-04-27,Ayr,622938,3:30,Weddings At Western House Hotel Handicap,Flat,Class 4,,0-85,4yo+,,7f,Good To Firm,12,9.0,2,11.0,0.3,0.3,Finn Class (IRE),4,G,8-12,,1:30.85,7/1,Paul Mulrennan,Michael Dods,1540,76,87,70,Exceed And Excel (AUS),Finnmark GB,Halling,M D Pearson,Pressed leader - led over 2f out - ridden and headed entering final furlong - kept on towards finish(op 13/2 tchd 11/2)
2015-04-27,Ayr,622939,4:05,Conference And Events At Ayr Racecourse Handicap,Flat,Class 6,,0-65,4yo+,,1m,Good To Firm,7,6.0,4,2.0,3.75,0.3,Royal Duchess (GB),5,M,9-1,,1:42.56,5/1,Tom Eaves,Lucy Normile,168.35,58,57,49,Dutch Art (GB),Royal Citadel (IRE),City On A Hill,Steve Dick,Took keen hold - held up in touch - effort when not much room briefly over 2f out - ridden and one pace over 1f out(tchd 9/2)
2015-04-27,Windsor,622959,7:00,365 IT Handicap,Flat,Class 4,,0-85,4yo+,,1m2f,Good,8,8.0,4,4.0,6,2,Jack Of Diamonds (IRE),6,G,8-7,,2:7.65,8/1,Cam Hardie,Roger Teal,348.73,74,71,65,Red Clubs (IRE),Sakkara Star (IRE),Mozart,Inside Track Racing Club,Chased winner 2f - soon in midfield - ridden over 3f out - no impression on leaders final 2f - lost a left fore shoe (vet said gelding lost left-fore shoe)(tchd 9/1)
2015-04-27,Ayr,622939,4:05,Conference And Events At Ayr Racecourse Handicap,Flat,Class 6,,0-65,4yo+,,1m,Good To Firm,7,5.0,1,7.0,0,0,Cono Zur (FR),8,G,9-3,,1:41.81,9/1,James Sullivan,Ruth Carr,2264.15,60,68,62,Anabaa (USA),Alaskan Idol (USA),Carson City,Ruth Carr Racing,Chased leader - ridden over 2f out - led over 1f out - kept on well final furlong (trainer's rep said - regarding apparent improvement in form - that the gelding was better suited by the good to firm ground)(op 17/2)
2015-04-27,Ayr,622938,3:30,Weddings At Western House Hotel Handicap,Flat,Class 4,,0-85,4yo+,,7f,Good To Firm,12,7.0,12,10.0,26,1.25,Galvanize (GB),4,G,8-13,p,1:35.99,50/1,Jason Hart,Noel Wilson,,77,21,–,Bahamian Bounty (GB),Xtrasensory GB,Royal Applause,John Blair,Led to over 2f out - soon ridden - weakened over 1f out
2015-04-27,Ayr,622938,3:30,Weddings At Western House Hotel Handicap,Flat,Class 4,,0-85,4yo+,,7f,Good To Firm,12,8.0,11,6.0,24.75,6,Repetition (GB),5,G,9-0,,1:35.74,18/1,Dale Swift,Kristin Stubbs,,78,25,–,Royal Applause (GB),Uno GB,Efisio,P A Saxton,In touch - ridden over 2f out - weakened over 1f out (trainer said gelding had been struck into left-fore)(op 20/1)
2015-04-27,Ayr,622938,3:30,Weddings At Western House Hotel Handicap,Flat,Class 4,,0-85,4yo+,,7f,Good To Firm,12,2.0,10,8.0,18.75,6,Silver Rime (FR),10,G,9-2,,1:34.54,28/1,Sammy Jo Bell,Linda Perratt,,85,48,22,Verglas (IRE),Severina GB,Darshaan,Ken Mcgarrity,Dwelt - held up - ridden over 2f out - soon beaten(op 25/1 tchd 33/1)
2015-04-27,Ayr,622938,3:30,Weddings At Western House Hotel Handicap,Flat,Class 4,,0-85,4yo+,,7f,Good To Firm,12,12.0,9,1.0,12.75,1.75,Order Of Service (GB),5,G,8-8,t,1:33.34,9/1,Fergal Lynch,Jim Goldie,,72,50,27,Medicean (GB),Choir Gallery GB,Pivotal,Whitestonecliffe Racing Partnership,Slowly into stride - held up - effort when not clear run well over 1f out - soon beaten(op 13/2)
